Date,Close,Open,High,Low
10-04-2014,7877.55,8045.5,8101.2,7861.9
11-04-2014,7964.8,7908.35,8000.6,7899.25
15-04-2014,7900.8,7997.7,7997.7,7892.7
16-04-2014,7877.15,7926.3,7960.35,7856.05
17-04-2014,7941.6,7892.1,7958,7891.55
21-04-2014,7920.25,7975.6,7975.6,7913.15
22-04-2014,7941.75,7913.5,7949.55,7909.1
23-04-2014,7974.35,7930,8043,7930
25-04-2014,7989.3,8002,8043.45,7966.95
28-04-2014,8122.25,7993.95,8134.3,7993.95
29-04-2014,8106.5,8147.7,8169,8065.85
30-04-2014,8100,8067.95,8170.75,8036.7
02-05-2014,8157.05,8098.5,8195.9,8098.5
05-05-2014,8078.5,8139.2,8186.05,8065.1
06-05-2014,8087.45,8113.2,8125.35,8056.7
07-05-2014,8070.45,8090.3,8161.8,8052.5
08-05-2014,8047.95,8091.45,8115.35,8027.7
09-05-2014,8009,8034.3,8058.15,7993.15
12-05-2014,7937.7,8020.2,8039.85,7910.6
13-05-2014,7870.35,7989.55,7996.65,7847.75
14-05-2014,7836.5,7871.75,7931.5,7827.9
15-05-2014,7817,7857.75,7928.45,7800.85
16-05-2014,7699.45,7817.5,7916.7,7682.35
19-05-2014,7411.6,7714.85,7731.4,7357.45
20-05-2014,7515.6,7401.65,7549.15,7385.45
21-05-2014,7466.7,7509.8,7509.8,7451.8
22-05-2014,7470.45,7480.5,7525.85,7431.7
23-05-2014,7489.3,7455.2,7521.95,7455.2
26-05-2014,7447.6,7588.55,7592,7411.4
27-05-2014,7453.6,7433.55,7526.8,7433.55
28-05-2014,7466.5,7499.55,7501.65,7447.1
29-05-2014,7484.45,7462.1,7521.45,7458.8
30-05-2014,7712.9,7500.6,7750.7,7500.6
02-06-2014,7615.2,7745.4,7746.35,7599.7
03-06-2014,7579.05,7610.75,7637.45,7571.85
04-06-2014,7554.85,7561.95,7614,7537.75
05-06-2014,7563.35,7550.4,7584.45,7534.6
06-06-2014,7672.7,7637.05,7682.7,7602.5
09-06-2014,7706.9,7681.1,7734.95,7671.9
10-06-2014,7834.3,7743.45,7865.35,7738.8
11-06-2014,7903.05,7890.6,7923.3,7840.95
12-06-2014,8002.65,7926.3,8015.9,7922.8
13-06-2014,7986.35,7987.65,8037.95,7957.8
16-06-2014,8023.45,7969.95,8043.9,7961.95
17-06-2014,8037.1,8038.7,8065.25,7965.8
18-06-2014,8046.6,8037.35,8156.45,8009.15
19-06-2014,8119,8074.85,8132.25,8031.5
20-06-2014,8043.7,8113.45,8148.6,7997.25
23-06-2014,8082.15,8065,8105.05,8027.45
24-06-2014,8058.8,8089.75,8116.5,8040.15
25-06-2014,8104.75,8049.85,8125.05,8042.2
26-06-2014,8135.9,8106.8,8168.2,8059.35
27-06-2014,8361,8210.7,8377.5,8210.7
30-06-2014,8535.7,8416.4,8547.65,8403.8
01-07-2014,8496.85,8541.55,8555.4,8488.15
02-07-2014,8656.65,8510.2,8670.95,8510.2
03-07-2014,8749.6,8668.6,8814.35,8644.4
04-07-2014,8796.45,8769.6,8847.7,8765.3
07-07-2014,8883.3,8831.6,8962.1,8778.25
08-07-2014,8799.25,8901.75,9001.85,8758.15
09-07-2014,8717.15,8819.45,8836.8,8639.65
10-07-2014,8714.85,8677.95,8837.7,8578.85
11-07-2014,8819.05,8668.85,8916.6,8641.9
14-07-2014,8770.5,8817.95,8835.25,8693
15-07-2014,8725.85,8756.45,8788.8,8686.6
16-07-2014,8786.75,8749.4,8813.4,8729.8
17-07-2014,8821.85,8755.1,8847.95,8755.1
18-07-2014,8829.4,8829.7,8845.15,8770.25
21-07-2014,8831.9,8864.05,8887.2,8811.85
22-07-2014,8920.3,8856,8933.45,8852.65
23-07-2014,8925.65,8961.5,8968,8871.05
24-07-2014,8917.4,8930.3,8949.4,8851.7
25-07-2014,9168.15,8935,9182.75,8935
28-07-2014,9204.15,9180.45,9217.8,9108.35
30-07-2014,9339.55,9193.5,9357.3,9166.75
31-07-2014,9342.9,9313.05,9364.05,9284.9
01-08-2014,9179.7,9265.85,9347.1,9151
04-08-2014,9160.25,9204.5,9255.8,9138.95
05-08-2014,9217.7,9198,9262.6,9178.85
06-08-2014,9129.35,9198.6,9210.05,9115.35
07-08-2014,9115.45,9123.75,9174.4,9056
08-08-2014,9130.6,9044.85,9162.55,8997.15
11-08-2014,9113.5,9174,9184.95,9090.65
12-08-2014,9236.3,9132.8,9242.2,9129.65
13-08-2014,9324.05,9213.05,9356.15,9213.05
14-08-2014,9433.6,9337.85,9439.2,9334.05
18-08-2014,9564.55,9395.8,9579.15,9395.8
19-08-2014,9616.1,9556.7,9629.4,9556.7
20-08-2014,9909.65,9605.2,9933.8,9605.2
21-08-2014,9934.15,9891.85,9988.05,9835.15
22-08-2014,9956.1,9930.55,9967.55,9873.3
25-08-2014,10000,9972.95,10058.8,9971.9
26-08-2014,10115.25,9991.5,10168.65,9990.65
27-08-2014,10104.35,10136.2,10203.55,10068.2
28-08-2014,10082.3,10115.2,10149.35,10041.85
01-09-2014,10099.05,10121.85,10155.1,10059.45
02-09-2014,10306.6,10099.6,10352.15,10099.6
03-09-2014,10333.1,10338.5,10382.85,10284.3
04-09-2014,10381.05,10339.65,10420.4,10308.7
05-09-2014,10384.45,10392.7,10415,10301.35
08-09-2014,10485,10426.9,10496.45,10426.9
09-09-2014,10503.35,10506.2,10526.05,10451.75
10-09-2014,10482.3,10513.25,10555.55,10460.6
11-09-2014,10283.55,10454.4,10454.4,10227.45
12-09-2014,10353.1,10261.3,10375.8,10125.1
15-09-2014,10428.1,10358.7,10459,10357.15
16-09-2014,10319.85,10456.5,10569.6,10291.5
17-09-2014,10343.4,10397.4,10446.7,10270.3
18-09-2014,10535.55,10409.1,10553.55,10374.35
19-09-2014,10587.25,10571.75,10678.8,10555.55
22-09-2014,10484.95,10540.75,10573.25,10415.65
23-09-2014,10266.45,10552.25,10552.25,10241.5
24-09-2014,10367.1,10238.95,10382.2,10227.35
25-09-2014,10382.9,10375.95,10505.9,10344.05
26-09-2014,10501.65,10357.85,10621.95,10265.35
29-09-2014,10710.5,10532.1,10742.45,10532.1
30-09-2014,10847.15,10740.05,10882.7,10735.6
01-10-2014,10796.7,10860.2,10917.2,10742.25
07-10-2014,10564.95,10791.55,10849.8,10541.3
08-10-2014,10202.35,10557.55,10557.55,10171.95
09-10-2014,10325,10230.3,10376.3,10230.3
10-10-2014,10330.1,10283.5,10405.2,10212.8
13-10-2014,10186.15,10293.05,10322.8,10154.35
14-10-2014,10206.3,10160.05,10295.5,10160.05
16-10-2014,10095.15,10175.35,10274.4,10070.45
17-10-2014,10178.4,10053.7,10241.1,10053.7
20-10-2014,10313.3,10254.05,10361.15,10247.55
21-10-2014,10284.6,10321.25,10359.5,10217.95
22-10-2014,10452.45,10361.75,10474.85,10330.45
23-10-2014,10504.35,10514.05,10521.6,10493.35
27-10-2014,10533.85,10584.05,10584.15,10491.2
28-10-2014,10676.3,10553.1,10730.6,10507.45
29-10-2014,10652.05,10746.85,10755.05,10600.55
30-10-2014,10668.35,10648.75,10750.6,10627.15
31-10-2014,10874.75,10698.95,10919.85,10693.65
03-11-2014,10877.7,10903,10942.9,10809.85
05-11-2014,11021.6,10923.6,11063.75,10923.6
07-11-2014,11289.7,10969.2,11325.4,10940.9
10-11-2014,11366.15,11329.2,11461.6,11324.65
11-11-2014,11387.95,11400.45,11452.95,11339.65
12-11-2014,11301.1,11422.7,11426.8,11255.25
13-11-2014,11354.2,11298.55,11487.7,11288.15
14-11-2014,11195.3,11384.1,11386,11146.5
17-11-2014,11187.7,11185.85,11223.7,11113.3
18-11-2014,11109.8,11183.8,11295.65,11095.5
19-11-2014,11101.25,11134.7,11173.1,11046.15
20-11-2014,11216.4,11153.25,11242.05,11068.65
21-11-2014,11189.55,11222.75,11289.05,11178.1
24-11-2014,11138.1,11214.35,11244,11127.1
25-11-2014,11179.6,11131.8,11201.15,11032.35
26-11-2014,11154.45,11209.1,11225.6,11131.85
27-11-2014,11225.4,11156,11253,11147.3
28-11-2014,11254.75,11252.5,11316.65,11241.1
01-12-2014,11253.55,11306.5,11383.55,11234.6
02-12-2014,11325.5,11243.35,11368.65,11242.4
03-12-2014,11324.35,11330.9,11353.85,11272.9
04-12-2014,11309.35,11358.8,11379.85,11294.6
05-12-2014,11146.2,11303.95,11333.55,11129.1
08-12-2014,11112.55,11161.2,11211.05,11050.15
09-12-2014,11084.4,11207.95,11207.95,11049.85
10-12-2014,11114.55,11075.85,11153.85,11014.55
11-12-2014,11130.65,11075.8,11176.05,11039.55
12-12-2014,11155.95,11173.05,11273.6,11128.25
15-12-2014,11097.55,11111.1,11151.15,11042.15
16-12-2014,10784.75,11024.35,11086.05,10764.5
17-12-2014,10573.4,10723.4,10754.5,10355.8
18-12-2014,10701.7,10650.1,10724.75,10629.4
19-12-2014,10731.6,10760.45,10825.4,10714.6
22-12-2014,10826.15,10759.05,10841.15,10730.5
23-12-2014,10839.05,10824.4,10876.45,10779.25
24-12-2014,10705.8,10835.85,10850.4,10674.95
26-12-2014,10738.05,10725.1,10778.4,10696.85
29-12-2014,10826.65,10793,10852.9,10790.9
30-12-2014,10865.35,10839.15,10901.2,10806.45
31-12-2014,10949.8,10885.25,10963.4,10884.35
01-01-2015,10923.25,10957.1,10983.75,10911.45
02-01-2015,10955.6,10952.95,11005.1,10948.8
05-01-2015,10920.6,10955.9,10982,10902.75
06-01-2015,10637.8,10873.9,10876.1,10614.65
07-01-2015,10604.95,10655.75,10672.95,10525.65
08-01-2015,10737.6,10666.3,10748.1,10666.3
09-01-2015,10934.55,10791.05,10965.3,10791.05
12-01-2015,10976.2,10948.35,11002.2,10907.1
13-01-2015,10984.3,10987.3,11065.95,10934.55
14-01-2015,10881.55,10974,11011.3,10866.7
15-01-2015,10936.3,10966.9,10986.05,10903.85
16-01-2015,11101.15,10959.85,11127.55,10959.85
19-01-2015,11249.3,11145.65,11258.3,11144.1
20-01-2015,11290.65,11298.6,11303.8,11236.25
21-01-2015,11320.85,11284.8,11329.45,11223.4
22-01-2015,11509.5,11321.85,11541.35,11321.85
23-01-2015,11581.1,11584.45,11645.7,11501.75
27-01-2015,11583.25,11644.6,11644.6,11472.35
28-01-2015,11577.75,11586.6,11661.65,11472.2
29-01-2015,11752.05,11566.5,11805.7,11512.2
30-01-2015,11693.55,11784.05,11792.1,11647.05
02-02-2015,11627.65,11686.15,11779.8,11609
03-02-2015,11520,11647.75,11662.05,11476.95
04-02-2015,11625.7,11580.1,11710.4,11551.2
05-02-2015,11522.1,11595.6,11616.8,11493.75
06-02-2015,11322.95,11542.25,11583.9,11292.2
09-02-2015,11289.4,11276.9,11338.65,11233.15
10-02-2015,11283.5,11295,11356.35,11197.65
11-02-2015,11391.7,11326.25,11443.55,11323
12-02-2015,11598.25,11469.5,11623.95,11414.95
13-02-2015,11789.9,11714.2,11861.1,11714.2
16-02-2015,11680.25,11745.75,11818.05,11663.75
18-02-2015,11741.25,11719.2,11763.45,11672.85
19-02-2015,11734.5,11769.7,11801.75,11666.55
20-02-2015,11746.5,11765.4,11819.65,11721.7
23-02-2015,11640.8,11749.1,11797.65,11609.85
24-02-2015,11663.85,11645.3,11703.95,11618.1
25-02-2015,11533.5,11706.3,11725.95,11516.7
26-02-2015,11412.3,11534.4,11545.35,11362.1
27-02-2015,11554.8,11444.9,11581.8,11443.6
28-02-2015,11798.65,11609.75,11834.45,11490.15
02-03-2015,12024.05,11826.25,12060,11787.55
03-03-2015,12166.2,12089.8,12279.8,12082.6
04-03-2015,12326.8,12219.7,12562.9,12131.85
05-03-2015,12632.5,12373.3,12654.25,12372.85
09-03-2015,12676.9,12584.55,12746.75,12524.8
10-03-2015,12631.95,12746.55,12824.55,12587.65
11-03-2015,12515.75,12689.5,12695.5,12469.25
12-03-2015,12663.7,12542.3,12678.3,12504.1
13-03-2015,12487.05,12749.95,12749.95,12467
16-03-2015,12480.7,12523.15,12551.25,12426.6
17-03-2015,12716.8,12545.9,12746.85,12538.65
18-03-2015,12732.4,12771.25,12783,12671.05
19-03-2015,12799.8,12841.65,13019.15,12724.85
20-03-2015,12622.25,12845.95,13007.9,12555.3
23-03-2015,12622.95,12666.65,12759.9,12514.35
24-03-2015,12853.45,12708.1,12893.05,12682.7
25-03-2015,12919.45,12994.6,13051.85,12869.4
26-03-2015,12676.85,12870.3,12887.9,12623.2
27-03-2015,12588.55,12746.5,12746.5,12480.3
30-03-2015,12703.8,12704.05,12751.25,12623.6
31-03-2015,12844.8,12761.1,12886.8,12729.3
01-04-2015,13136.2,12881.3,13190,12868.2
06-04-2015,13807.1,13244.55,13865.4,13234.8
07-04-2015,13778.25,13889.2,14020.7,13645.05
08-04-2015,13831.15,13882.9,13910.15,13700.2
09-04-2015,13545.9,13911.8,13911.8,13453.45
10-04-2015,13505.9,13542.4,13598.2,13370.9
13-04-2015,13722.85,13521.7,13745.4,13444
15-04-2015,13480.95,13782.6,13782.6,13428.35
16-04-2015,13248.65,13489.65,13494.55,13135.3
17-04-2015,12809.15,13251.7,13275.05,12765.25
20-04-2015,12753.85,12882.95,12967.95,12699.9
21-04-2015,12284,12419.2,12468.8,12182.55
22-04-2015,12431.35,12365.2,12490.95,12258.85
23-04-2015,12293.05,12529.25,12532.15,12271.15
24-04-2015,12210,12311.25,12327.7,12186.35
27-04-2015,11908.2,12255.7,12261.2,11863.6
28-04-2015,11984.6,11866.15,12016.75,11772.7
29-04-2015,12042.9,11988.45,12116.1,11981.9
30-04-2015,12057.8,11985.45,12109.3,11874.15
04-05-2015,12333.6,12149.3,12389.3,12146.05
05-05-2015,12391.7,12354.2,12405.75,12288.05
06-05-2015,12037.65,12363.8,12363.8,11997.25
07-05-2015,11873.55,11998,11998,11777.65
08-05-2015,12104.7,11981,12151.4,11953.85
11-05-2015,12317.5,12207.85,12358.75,12165
12-05-2015,12250.7,12333.1,12343.45,12172.55
13-05-2015,12261.4,12326.8,12450.05,12202.55
14-05-2015,12238.8,12234.1,12270.7,12156.75
15-05-2015,12294.65,12182.3,12315.15,12149.95
18-05-2015,12486,12327.15,12512.5,12325.55
19-05-2015,12502.35,12479.25,12566.75,12390.15
20-05-2015,12537.05,12562.25,12603.35,12506.2
21-05-2015,12554.75,12560.75,12576.85,12444.75
22-05-2015,12690.1,12565.65,12710.3,12502.5
25-05-2015,12617.55,12708.25,12729.65,12594.85
26-05-2015,12559.05,12636.4,12637,12493.7
27-05-2015,12506.05,12522.55,12596.95,12467.1
28-05-2015,12311.9,12521.2,12525.7,12282
29-05-2015,12511.75,12405.9,12563.85,12336.6
01-06-2015,12079.8,12184.7,12195.4,12040.4
02-06-2015,11902.85,12149.25,12155.5,11885.75
03-06-2015,11746.6,11920.25,11930.8,11660.05
04-06-2015,11633.15,11736.45,11795.55,11513.2
05-06-2015,11715.85,11641.35,11834.15,11641.35
08-06-2015,11585.1,11735.5,11771.95,11554.2
09-06-2015,11379.9,11523.1,11531.95,11358.6
10-06-2015,11477.4,11386.9,11556.3,11386.9
11-06-2015,11308.15,11539.75,11599.15,11280.3
12-06-2015,11328.45,11346.05,11347.65,11233.95
15-06-2015,11451.1,11372.95,11537.5,11291.4
16-06-2015,11473.7,11490.35,11505.4,11383.75
17-06-2015,11678.95,11548.4,11731.3,11532
18-06-2015,11836.15,11726.85,11889.75,11711.6
19-06-2015,11810,11887.1,11905.45,11789.9
22-06-2015,11879.35,11875.5,11924.5,11858.4
23-06-2015,11910.25,11927.2,11972.4,11883.3
24-06-2015,11997.55,11940.2,12081.65,11940.2
25-06-2015,12007.25,11990,12054.8,11973.65
26-06-2015,12066.85,12021.2,12090.9,12002.9
29-06-2015,11926.4,11887.65,11938.6,11776
30-06-2015,12202.55,11949.25,12226.75,11936
01-07-2015,12257.1,12263.35,12367.65,12229.85
02-07-2015,12193.8,12334.2,12334.2,12171.55
03-07-2015,12264.85,12245.75,12355.85,12236
06-07-2015,12463.9,12042.55,12475.3,12042.55
07-07-2015,12490.5,12482.9,12543.35,12406.85
08-07-2015,12390.5,12422.6,12497.2,12311.2
09-07-2015,12399.35,12401.5,12520.3,12380.4
10-07-2015,12537.25,12470.8,12570.4,12393.3
13-07-2015,12697.8,12622.45,12757.8,12620.1
14-07-2015,12786.6,12735.25,12805.05,12691.95
15-07-2015,12912.35,12815.05,12928.7,12792.1
16-07-2015,13060.35,12955.55,13084,12932.95
17-07-2015,13139,13120.65,13179.9,13098.5
20-07-2015,13175.65,13184.75,13201.25,13130.2
21-07-2015,12255.3,12731.8,12731.8,12231.35
22-07-2015,12377.7,12244.85,12406.95,12244.85
23-07-2015,12275.4,12435.45,12435.6,12233.55
24-07-2015,12226.05,12298.4,12360.9,12180.8
27-07-2015,12056.9,12219.25,12247.1,12048.25
28-07-2015,11917.15,12104.15,12142.15,11896.55
29-07-2015,11978.4,11945.05,11992.1,11872.6
30-07-2015,12073.1,12049.1,12095.15,11954.05
31-07-2015,12353.25,12170.75,12381.55,12170.75
03-08-2015,12379.5,12371.4,12409.15,12321.9
04-08-2015,12361.95,12441,12441,12278.6
05-08-2015,12572.55,12419.45,12594.45,12399.7
06-08-2015,12697.5,12621.95,12788.85,12621.95
07-08-2015,12641.05,12745.7,12749.55,12627.05
10-08-2015,12638.6,12718.55,12784.35,12588.15
11-08-2015,12636.9,12691.4,12691.4,12570.4
12-08-2015,12771.75,12661.5,12908.2,12661.5
13-08-2015,12913.7,12832.85,12983.55,12832.85
14-08-2015,13137.25,13044.15,13238.95,13028.25
17-08-2015,13089.55,13200.45,13200.45,12959.7
18-08-2015,12980.1,13139.6,13168.35,12958.2
19-08-2015,13335.85,13042.35,13355.35,13042.35
20-08-2015,13463.75,13455.4,13753.5,13422.9
21-08-2015,13470,13405.3,13534.3,13155.7
24-08-2015,12653.3,13068.4,13311.9,12605.45
25-08-2015,12772.4,12889.35,12978.8,12149.9
26-08-2015,12623.05,12819.9,12949.45,12566.75
27-08-2015,12995.75,12902.3,13024.2,12786.4
28-08-2015,12940.75,13175.7,13230.85,12793.75
31-08-2015,13213.2,12970.8,13251.5,12893.65
01-09-2015,13007.05,13094.45,13252,12922.05
02-09-2015,12840.35,13121.15,13149.65,12810.6
03-09-2015,12817.4,12953.95,12971.95,12790.15
04-09-2015,12521.55,12909.65,12911.1,12453.2
07-09-2015,12240,12592.45,12622.35,12209.95
08-09-2015,12329.5,12271.2,12366.4,11933.55
09-09-2015,12360.05,12520.05,12551.45,12280.25
10-09-2015,12315,12253.15,12360,12129.75
11-09-2015,12341.85,12391.05,12457.65,12282.8
14-09-2015,12495.2,12423.05,12509.15,12324.7
15-09-2015,12478.8,12519.8,12562.95,12432.1
16-09-2015,12623.8,12583.05,12663.8,12557.5
18-09-2015,12751.2,12759.95,12810.2,12650.4
21-09-2015,12706.3,12726.35,12759.8,12660.2
22-09-2015,12662.8,12811.4,12815,12590.75
23-09-2015,12731.55,12588.25,12774.9,12482.3
24-09-2015,12826.45,12789.1,12887.85,12789.1
28-09-2015,12844.2,12894.85,12959.15,12714.75
29-09-2015,12700.1,12741,12801.05,12582.75
30-09-2015,12918.75,12820.8,12937.75,12794.25
01-10-2015,13140.85,13050.15,13183.05,13042.1
05-10-2015,13149,13212.5,13233.85,13058.05
06-10-2015,13275.75,13247.4,13394.45,13228.25
07-10-2015,13332.4,13315.65,13345.55,13205.7
08-10-2015,13212.85,13398.35,13398.35,13176.7
09-10-2015,13277.7,13299.5,13333.6,13197.4
12-10-2015,13111.65,13309.85,13335,13058.45
13-10-2015,13115.4,13128.2,13169.9,13026.9
14-10-2015,13160.65,13115.9,13185.9,13096.75
15-10-2015,13168.6,13215.4,13261.1,13138.7
16-10-2015,13203.55,13182.6,13217.25,13078.7
19-10-2015,13413.65,13221.7,13425.15,13190.85
20-10-2015,13340.95,13490.6,13490.6,13288.1
21-10-2015,13189.8,13314.35,13334.55,13172.9
23-10-2015,13258.5,13331.1,13331.1,13236.05
26-10-2015,13234.65,13335.1,13335.1,13183.3
27-10-2015,13223,13163,13270.05,13136.85
28-10-2015,13149.15,13185.4,13186.6,13049
29-10-2015,13052,13170.95,13185.55,13031.4
30-10-2015,13170.15,13124.3,13241.8,13085.45
02-11-2015,13029.7,13094.4,13098.6,12927.2
03-11-2015,13054.55,13099.1,13155.2,13004.8
04-11-2015,12923.9,13094.7,13116.3,12901.55
05-11-2015,12632.5,12901.05,12904.2,12582.15
06-11-2015,12226.65,12644.45,12755.4,12205.3
09-11-2015,11989.05,11877.2,12031.65,11753.3
10-11-2015,11618.3,11949.85,12010.2,11605.95
11-11-2015,11618.3,11618.3,11618.3,11618.3
13-11-2015,11640.55,11651.85,11723.1,11595.8
16-11-2015,11711,11688.45,11768.85,11601.75
17-11-2015,11801.2,11754.95,11828.85,11720.25
18-11-2015,11717.8,11785.55,11837.35,11692.85
19-11-2015,11674.95,11790.75,11811.75,11576.75
20-11-2015,11685.35,11690.45,11723.9,11599.4
23-11-2015,11717.15,11709.3,11749.5,11652.05
24-11-2015,11637.85,11711.9,11738.65,11603.9
26-11-2015,11553.3,11567.2,11669.1,11536.2
27-11-2015,11567.55,11620.95,11630.8,11497.2
30-11-2015,11492.9,11535.5,11561.15,11483.1
01-12-2015,11608.7,11542.8,11620.25,11536.3
02-12-2015,11723.35,11681.5,11743.45,11617.6
03-12-2015,11587.3,11697.9,11697.9,11567.55
04-12-2015,11645.05,11524.7,11812.7,11489.75
07-12-2015,11762.6,11728.2,11785.35,11693
08-12-2015,11610.35,11725.6,11732.65,11585.45
09-12-2015,11372.05,11560.45,11592.4,11351.45
10-12-2015,11368.15,11449.55,11449.55,11202.15
11-12-2015,11383.5,11391.5,11503.1,11311.2
14-12-2015,11488,11376.45,11511,11349.15
15-12-2015,11554.8,11515.6,11574.85,11512.05
16-12-2015,11637.65,11625.7,11674.55,11608.2
17-12-2015,11771.8,11713.35,11785.8,11679.95
18-12-2015,11663.8,11734.5,11823.5,11646.55
21-12-2015,11556.95,11449.65,11581.85,11416.35
22-12-2015,11595.9,11578.3,11654.15,11569.2
23-12-2015,11805.85,11677.15,11823.65,11677.15
24-12-2015,11795.75,11880.9,11883.6,11776.75
28-12-2015,12009,11816.35,12036.4,11816.35
29-12-2015,12022.35,12050.85,12091.5,11984
30-12-2015,11987.25,12051.05,12060.85,11976.1
31-12-2015,11963.5,12005.3,12031.85,11887.05
01-01-2016,11979.85,11934.6,12010.9,11911.75
04-01-2016,11733.7,11945.3,11983.85,11709.2
05-01-2016,11741.5,11803.25,11812,11689.9
06-01-2016,11673.8,11753.65,11786.45,11650.45
07-01-2016,11451.65,11585.5,11622.6,11431.35
08-01-2016,11486.6,11523,11629.8,11461.3
11-01-2016,11301,11420.6,11430.75,11280.95
12-01-2016,11341.6,11311.2,11385.4,11311.2
13-01-2016,11321.4,11420,11471.85,11121.6
14-01-2016,11369.4,11217.6,11390.35,11182.6
15-01-2016,11259.75,11430,11436.65,11234.3
18-01-2016,11095.95,11246.95,11309.5,11051.95
19-01-2016,11225.2,11124.15,11263.8,11095.2
20-01-2016,11133.65,11120.7,11213.1,11007.6
21-01-2016,10876.6,11241,11243.95,10825.5
22-01-2016,11141.3,10963.35,11183.25,10928.2
25-01-2016,11239.4,11244.7,11349.8,11212.4
27-01-2016,11348.8,11319.15,11364.4,11276.25
28-01-2016,11440.7,11313.35,11477.1,11313.35
29-01-2016,11755.85,11489.95,11809.7,11472.3
01-02-2016,11742.75,11837.25,11856.6,11715.55
02-02-2016,11425.75,11793.7,11811,11398.75
03-02-2016,11343.9,11399.2,11487.95,11318.85
04-02-2016,11215.5,11424,11465.65,11065.15
05-02-2016,11652.4,11250.2,11686.4,11145.9
08-02-2016,11498.8,11657.1,11657.1,11470.4
09-02-2016,11557,11401.4,11604.25,11401.4
10-02-2016,11352.75,11477.2,11477.2,11266.1
11-02-2016,11100.1,11304.05,11381.3,11074.35
12-02-2016,11081.05,11226.7,11283.35,10810.15
15-02-2016,11191.7,11198.35,11331.25,11152.35
16-02-2016,10936.35,11207.85,11250,10917.9
17-02-2016,11148.1,10983.15,11179,10875.7
